hidden,output,seed,method,lr,scale,batch,epochs,first_below,best_loss
leaky_relu,relu,73,Adam,0.01,1.0,50,3000,,0.08807234738052579
leaky_relu,relu,74,Adam,0.01,1.0,50,3000,,0.07663797305256421
leaky_relu,relu,75,Adam,0.01,1.0,50,3000,,0.01
leaky_relu,relu,76,Adam,0.01,1.0,50,3000,1614,9.945737513076211e-09
leaky_relu,relu,77,Adam,0.01,1.0,50,3000,,0.3
leaky_relu,relu,78,Adam,0.01,1.0,50,3000,,0.04
leaky_relu,relu,79,Adam,0.01,1.0,50,3000,,0.06857683980316466
leaky_relu,relu,80,Adam,0.01,1.0,50,3000,,0.19409715075342887
leaky_relu,relu,81,Adam,0.01,1.0,50,3000,,0.12
leaky_relu,relu,82,Adam,0.01,1.0,50,3000,,0.26
leaky_relu,relu,83,Adam,0.01,1.0,50,3000,,0.11
leaky_relu,relu,84,Adam,0.01,1.0,50,3000,1535,9.972139273958365e-09
leaky_relu,relu,85,Adam,0.01,1.0,50,3000,,0.010000000000951425
leaky_relu,relu,86,Adam,0.01,1.0,50,3000,,0.026890934944409223
leaky_relu,relu,87,Adam,0.01,1.0,50,3000,,0.10207711597911225
leaky_relu,relu,88,Adam,0.01,1.0,50,3000,,0.07
leaky_relu,relu,89,Adam,0.01,1.0,50,3000,1375,9.887948366695921e-09
leaky_relu,relu,90,Adam,0.01,1.0,50,3000,,0.02
leaky_relu,relu,91,Adam,0.01,1.0,50,3000,,0.04
leaky_relu,relu,92,Adam,0.01,1.0,50,3000,1879,9.87753367732932e-09
leaky_relu,relu,93,Adam,0.01,1.0,50,3000,,0.11442263151878863
leaky_relu,relu,94,Adam,0.01,1.0,50,3000,,0.033466164237441615
leaky_relu,relu,95,Adam,0.01,1.0,50,3000,,0.24
leaky_relu,relu,96,Adam,0.01,1.0,50,3000,,0.05
leaky_relu,relu,97,Adam,0.01,1.0,50,3000,,0.26
leaky_relu,relu,98,Adam,0.01,1.0,50,3000,,0.04
leaky_relu,relu,99,Adam,0.01,1.0,50,3000,,0.08
leaky_relu,relu,10,Adam,0.003,1.0,50,2500,,6.919613826108243e-06
leaky_relu,relu,10,Adam,0.005,1.0,50,2500,1481,9.68748617887393e-09
leaky_relu,relu,10,Adam,0.008,1.0,50,2500,1339,9.98617982305839e-09
leaky_relu,relu,10,Adam,0.012,1.0,50,2500,,0.01
leaky_relu,relu,10,Adam,0.015,1.0,50,2500,,0.09462568292735477
leaky_relu,relu,10,Adam,0.02,1.0,50,2500,,0.08
leaky_relu,relu,11,Adam,0.003,1.0,50,2500,,4.185211683427318e-08
leaky_relu,relu,11,Adam,0.005,1.0,50,2500,1988,9.207525031961003e-09
leaky_relu,relu,11,Adam,0.008,1.0,50,2500,1411,9.10690062147249e-09
leaky_relu,relu,11,Adam,0.012,1.0,50,2500,1117,9.880626503613812e-09
leaky_relu,relu,11,Adam,0.015,1.0,50,2500,,0.05298203639666988
leaky_relu,relu,11,Adam,0.02,1.0,50,2500,,0.09223257675755275
leaky_relu,relu,12,Adam,0.003,1.0,50,2500,,9.710879071836097e-05
leaky_relu,relu,12,Adam,0.005,1.0,50,2500,1859,9.786421394228208e-09
leaky_relu,relu,12,Adam,0.008,1.0,50,2500,1106,9.587684324997201e-09
leaky_relu,relu,12,Adam,0.012,1.0,50,2500,,0.01
leaky_relu,relu,12,Adam,0.015,1.0,50,2500,,0.01
leaky_relu,relu,12,Adam,0.02,1.0,50,2500,,0.03
leaky_relu,relu,13,Adam,0.003,1.0,50,2500,2323,9.85498903133301e-09
leaky_relu,relu,13,Adam,0.005,1.0,50,2500,,0.01000001088780715
leaky_relu,relu,13,Adam,0.008,1.0,50,2500,,0.05
leaky_relu,relu,13,Adam,0.012,1.0,50,2500,,0.05
leaky_relu,relu,13,Adam,0.015,1.0,50,2500,,0.10103682496243023
leaky_relu,relu,13,Adam,0.02,1.0,50,2500,,0.14
leaky_relu,relu,14,Adam,0.003,1.0,50,2500,,6.805594575317177e-08
leaky_relu,relu,14,Adam,0.005,1.0,50,2500,1967,9.131571903957862e-09
leaky_relu,relu,14,Adam,0.008,1.0,50,2500,1130,9.339525239928811e-09
leaky_relu,relu,14,Adam,0.012,1.0,50,2500,981,8.92309049261675e-09
leaky_relu,relu,14,Adam,0.015,1.0,50,2500,,0.04
leaky_relu,relu,14,Adam,0.02,1.0,50,2500,,0.05
leaky_relu,relu,15,Adam,0.003,1.0,50,2500,,0.050015753040810386
leaky_relu,relu,15,Adam,0.005,1.0,50,2500,,0.1400000021052083
leaky_relu,relu,15,Adam,0.008,1.0,50,2500,,0.18000000044393857
leaky_relu,relu,15,Adam,0.012,1.0,50,2500,,0.25
leaky_relu,relu,15,Adam,0.015,1.0,50,2500,,0.25
leaky_relu,relu,15,Adam,0.02,1.0,50,2500,,0.32
leaky_relu,relu,16,Adam,0.003,1.0,50,2500,,1.1548497173780178e-05
leaky_relu,relu,16,Adam,0.005,1.0,50,2500,2201,9.926514242445704e-09
leaky_relu,relu,16,Adam,0.008,1.0,50,2500,1634,9.70704207735827e-09
leaky_relu,relu,16,Adam,0.012,1.0,50,2500,,0.158911956366503
leaky_relu,relu,16,Adam,0.015,1.0,50,2500,,0.13491419422983017
leaky_relu,relu,16,Adam,0.02,1.0,50,2500,,0.25000000000000006
leaky_relu,relu,17,Adam,0.003,1.0,50,2500,,1.2222359255211652e-05
leaky_relu,relu,17,Adam,0.005,1.0,50,2500,,3.5553877932154544e-07
leaky_relu,relu,17,Adam,0.008,1.0,50,2500,,0.0400000000005324
leaky_relu,relu,17,Adam,0.012,1.0,50,2500,,0.1291833344515519
leaky_relu,relu,17,Adam,0.015,1.0,50,2500,,0.1436749573103412
leaky_relu,relu,17,Adam,0.02,1.0,50,2500,,0.12
leaky_relu,relu,18,Adam,0.003,1.0,50,2500,,0.010013565803765487
leaky_relu,relu,18,Adam,0.005,1.0,50,2500,,0.040000000329357265
leaky_relu,relu,18,Adam,0.008,1.0,50,2500,,0.08000000035407691
leaky_relu,relu,18,Adam,0.012,1.0,50,2500,,0.14000001581069502
leaky_relu,relu,18,Adam,0.015,1.0,50,2500,,0.19535693593574355
leaky_relu,relu,18,Adam,0.02,1.0,50,2500,,0.3500000000000003
leaky_relu,relu,19,Adam,0.003,1.0,50,2500,,0.03464802109618325
leaky_relu,relu,19,Adam,0.005,1.0,50,2500,,2.0460210992536062e-05
leaky_relu,relu,19,Adam,0.008,1.0,50,2500,,0.020040109944279846
leaky_relu,relu,19,Adam,0.012,1.0,50,2500,,0.05331882788291365
leaky_relu,relu,19,Adam,0.015,1.0,50,2500,,0.06
leaky_relu,relu,19,Adam,0.02,1.0,50,2500,,0.15
leaky_relu,relu,14,Adam,0.001,1.0,10,2000,,0.010850119893492872
leaky_relu,relu,14,Adam,0.003,1.0,10,2000,,0.007340665619073413
leaky_relu,relu,14,Adam,0.005,1.0,10,2000,,0.020000000002758794
leaky_relu,relu,14,Adam,0.008,1.0,10,2000,,0.05000031475538086
leaky_relu,relu,14,Adam,0.01,1.0,10,2000,,0.09208525428747368
leaky_relu,relu,14,Adam,0.012,1.0,10,2000,,0.09449592864949724
leaky_relu,relu,14,SGD,0.01,1.0,50,5000,,0.22934945124344128
leaky_relu,relu,14,SGD,0.05,1.0,50,5000,,0.08465610856878227
leaky_relu,relu,14,SGD,0.1,1.0,50,5000,,0.061069232867315595
leaky_relu,relu,14,SGD,0.3,1.0,50,5000,,0.1510367549404264
leaky_relu,relu,14,SGD,1.0,1.0,50,5000,,0.5084210610061666
leaky_relu,relu,14,Adam,0.0105,1.0,50,2500,,0.01
leaky_relu,relu,14,Adam,0.011,1.0,50,2500,1190,9.600523895939784e-09
leaky_relu,relu,14,Adam,0.0115,1.0,50,2500,1097,9.252918592777096e-09
leaky_relu,relu,14,Adam,0.0125,1.0,50,2500,,0.05
leaky_relu,relu,14,Adam,0.013,1.0,50,2500,,0.05
leaky_relu,relu,14,Adam,0.0135,1.0,50,2500,,0.07000000000000002
leaky_relu,relu,14,Adam,0.014,1.0,50,2500,,0.051295582431624014
leaky_relu,relu,0,Adam,0.012,1.0,50,2000,,0.15
leaky_relu,relu,1,Adam,0.012,1.0,50,2000,,1.831228425370365e-08
leaky_relu,relu,2,Adam,0.012,1.0,50,2000,,0.1383622486544556
leaky_relu,relu,3,Adam,0.012,1.0,50,2000,,0.2504396027881951
leaky_relu,relu,4,Adam,0.012,1.0,50,2000,,0.19
leaky_relu,relu,5,Adam,0.012,1.0,50,2000,,0.11461007222704442
leaky_relu,relu,6,Adam,0.012,1.0,50,2000,,0.0800000000000161
leaky_relu,relu,7,Adam,0.012,1.0,50,2000,,0.10000000000002147
leaky_relu,relu,8,Adam,0.012,1.0,50,2000,,0.24
leaky_relu,relu,9,Adam,0.012,1.0,50,2000,,0.08
leaky_relu,relu,10,Adam,0.012,1.0,50,2000,,0.01
leaky_relu,relu,11,Adam,0.012,1.0,50,2000,1117,9.880626503613812e-09
leaky_relu,relu,12,Adam,0.012,1.0,50,2000,,0.01
leaky_relu,relu,13,Adam,0.012,1.0,50,2000,,0.05000000000000002
leaky_relu,relu,14,Adam,0.012,1.0,50,2000,981,8.92309049261675e-09
leaky_relu,relu,15,Adam,0.012,1.0,50,2000,,0.25
leaky_relu,relu,16,Adam,0.012,1.0,50,2000,,0.158911956366503
leaky_relu,relu,17,Adam,0.012,1.0,50,2000,,0.1291833344515519
leaky_relu,relu,18,Adam,0.012,1.0,50,2000,,0.1400003598806787
leaky_relu,relu,19,Adam,0.012,1.0,50,2000,,0.05331882788291365
leaky_relu,relu,20,Adam,0.012,1.0,50,2000,,0.05000000000000004
leaky_relu,relu,21,Adam,0.012,1.0,50,2000,,0.13
leaky_relu,relu,22,Adam,0.012,1.0,50,2000,,0.12000000055943832
leaky_relu,relu,23,Adam,0.012,1.0,50,2000,,0.16000000000000003
leaky_relu,relu,24,Adam,0.012,1.0,50,2000,1522,9.895198567042005e-09
leaky_relu,relu,25,Adam,0.012,1.0,50,2000,,0.16917284181438597
leaky_relu,relu,26,Adam,0.012,1.0,50,2000,,0.25
leaky_relu,relu,27,Adam,0.012,1.0,50,2000,,0.17000066755137977
leaky_relu,relu,28,Adam,0.012,1.0,50,2000,,0.020000000002046398
leaky_relu,relu,29,Adam,0.012,1.0,50,2000,,0.04
leaky_relu,relu,30,Adam,0.012,1.0,50,2000,,0.05000000014876421
leaky_relu,relu,31,Adam,0.012,1.0,50,2000,,0.23
leaky_relu,relu,32,Adam,0.012,1.0,50,2000,,0.13000000000000186
leaky_relu,relu,33,Adam,0.012,1.0,50,2000,,0.17
leaky_relu,relu,34,Adam,0.012,1.0,50,2000,,0.017784293820383778
leaky_relu,relu,35,Adam,0.012,1.0,50,2000,,0.28
leaky_relu,relu,36,Adam,0.012,1.0,50,2000,,0.010000000000000016
leaky_relu,relu,37,Adam,0.012,1.0,50,2000,,0.01000000000250874
leaky_relu,relu,38,Adam,0.012,1.0,50,2000,1725,9.93294993234993e-09
leaky_relu,relu,39,Adam,0.012,1.0,50,2000,,0.19
leaky_relu,relu,40,Adam,0.012,1.0,50,2000,,0.04
leaky_relu,relu,41,Adam,0.012,1.0,50,2000,,0.16
leaky_relu,relu,42,Adam,0.012,1.0,50,2000,,0.01
leaky_relu,relu,43,Adam,0.012,1.0,50,2000,,0.060000000000050395
leaky_relu,relu,44,Adam,0.012,1.0,50,2000,,0.02
leaky_relu,relu,45,Adam,0.012,1.0,50,2000,,0.19000000000108763
leaky_relu,relu,46,Adam,0.012,1.0,50,2000,,0.11
leaky_relu,relu,47,Adam,0.012,1.0,50,2000,,0.06
leaky_relu,relu,48,Adam,0.012,1.0,50,2000,1155,9.598890682087077e-09
leaky_relu,relu,49,Adam,0.012,1.0,50,2000,,0.08000024303857
leaky_relu,relu,50,Adam,0.012,1.0,50,2000,,0.11
leaky_relu,relu,51,Adam,0.012,1.0,50,2000,,0.0400000000000009
leaky_relu,relu,52,Adam,0.012,1.0,50,2000,,0.05
leaky_relu,relu,53,Adam,0.012,1.0,50,2000,,0.24
leaky_relu,relu,54,Adam,0.012,1.0,50,2000,1212,9.928731494761485e-09
leaky_relu,relu,55,Adam,0.012,1.0,50,2000,1273,9.838729413125918e-09
leaky_relu,relu,56,Adam,0.012,1.0,50,2000,,0.08000000000001496
leaky_relu,relu,57,Adam,0.012,1.0,50,2000,,0.12
leaky_relu,relu,58,Adam,0.012,1.0,50,2000,,0.010000030635094682
leaky_relu,relu,59,Adam,0.012,1.0,50,2000,1224,9.776392249558523e-09
leaky_relu,relu,60,Adam,0.012,1.0,50,2000,964,8.078975216690653e-09
leaky_relu,relu,61,Adam,0.012,1.0,50,2000,,0.04306535929315681
leaky_relu,relu,62,Adam,0.012,1.0,50,2000,,0.14847592134328289
leaky_relu,relu,63,Adam,0.012,1.0,50,2000,1089,9.910955581037645e-09
leaky_relu,relu,64,Adam,0.012,1.0,50,2000,,6.4858917547711765e-06
leaky_relu,relu,65,Adam,0.012,1.0,50,2000,1246,9.855615160785877e-09
leaky_relu,relu,66,Adam,0.012,1.0,50,2000,,0.12483204813407672
leaky_relu,relu,67,Adam,0.012,1.0,50,2000,,0.04000264858291333
leaky_relu,relu,68,Adam,0.012,1.0,50,2000,,0.16000000388803992
leaky_relu,relu,69,Adam,0.012,1.0,50,2000,,0.01000000000000499
leaky_relu,relu,70,Adam,0.012,1.0,50,2000,,0.06544785452376047
leaky_relu,relu,71,Adam,0.012,1.0,50,2000,,0.0456286041646835
leaky_relu,relu,72,Adam,0.012,1.0,50,2000,,0.051289385031919925
leaky_relu,relu,73,Adam,0.012,1.0,50,2000,,0.14485436408753571
leaky_relu,relu,74,Adam,0.012,1.0,50,2000,,0.13000000000969456
leaky_relu,relu,75,Adam,0.012,1.0,50,2000,,0.05000076441181088
leaky_relu,relu,76,Adam,0.012,1.0,50,2000,1177,9.479048261112007e-09
leaky_relu,relu,77,Adam,0.012,1.0,50,2000,,0.27
leaky_relu,relu,78,Adam,0.012,1.0,50,2000,,0.06
leaky_relu,relu,79,Adam,0.012,1.0,50,2000,,0.010000000000000071
leaky_relu,relu,80,Adam,0.012,1.0,50,2000,,0.18
leaky_relu,relu,81,Adam,0.012,1.0,50,2000,,0.11329909098493239
leaky_relu,relu,82,Adam,0.012,1.0,50,2000,,0.26
leaky_relu,relu,83,Adam,0.012,1.0,50,2000,,0.22
leaky_relu,relu,84,Adam,0.012,1.0,50,2000,1379,9.93440451492411e-09
leaky_relu,relu,85,Adam,0.012,1.0,50,2000,,0.04231619541543617
leaky_relu,relu,86,Adam,0.012,1.0,50,2000,,0.05
leaky_relu,relu,87,Adam,0.012,1.0,50,2000,,0.08000000000000018
leaky_relu,relu,88,Adam,0.012,1.0,50,2000,,0.08529482349568951
leaky_relu,relu,89,Adam,0.012,1.0,50,2000,,0.022308126646155713
leaky_relu,relu,90,Adam,0.012,1.0,50,2000,,0.01
leaky_relu,relu,91,Adam,0.012,1.0,50,2000,,0.045297113742091055
leaky_relu,relu,92,Adam,0.012,1.0,50,2000,,0.06
leaky_relu,relu,93,Adam,0.012,1.0,50,2000,,0.11
leaky_relu,relu,94,Adam,0.012,1.0,50,2000,,0.09000000000958755
leaky_relu,relu,95,Adam,0.012,1.0,50,2000,,0.24
leaky_relu,relu,96,Adam,0.012,1.0,50,2000,,0.050000000037069156
leaky_relu,relu,97,Adam,0.012,1.0,50,2000,,0.31
leaky_relu,relu,98,Adam,0.012,1.0,50,2000,,0.11
leaky_relu,relu,99,Adam,0.012,1.0,50,2000,,0.05
